"completion_code","question_index","response","subscale"
"glymautl",16,4,"credulity"
"lnp5xxd8",1,4,"trust"
"lnp5xxd8",2,4,"trust"
"lnp5xxd8",3,2,"mistrust"
"lnp5xxd8",4,4,"mistrust"
"lnp5xxd8",5,0,"credulity"
"lnp5xxd8",6,0,"credulity"
"lnp5xxd8",7,3,"trust"
"lnp5xxd8",8,5,"trust"
"lnp5xxd8",9,4,"mistrust"
"lnp5xxd8",10,3,"catch"
"lnp5xxd8",11,0,"mistrust"
"lnp5xxd8",12,3,"credulity"
"lnp5xxd8",13,0,"credulity"
"lnp5xxd8",14,3,"trust"
"lnp5xxd8",15,3,"mistrust"
"lnp5xxd8",16,3,"credulity"
"oknbul70",1,1,"trust"
"oknbul70",2,2,"trust"
"oknbul70",3,4,"mistrust"
"oknbul70",4,4,"mistrust"
"oknbul70",5,1,"credulity"
"oknbul70",6,0,"credulity"
"oknbul70",7,1,"trust"
"oknbul70",8,4,"trust"
"oknbul70",9,5,"mistrust"
"oknbul70",10,3,"catch"
"oknbul70",11,4,"mistrust"
"oknbul70",12,1,"credulity"
"oknbul70",13,0,"credulity"
"oknbul70",14,2,"trust"
"oknbul70",15,2,"mistrust"
"oknbul70",16,4,"credulity"
"u2r4gpnu",1,4,"trust"
"u2r4gpnu",2,5,"trust"
"u2r4gpnu",3,6,"mistrust"
"u2r4gpnu",4,4,"mistrust"
"u2r4gpnu",5,4,"credulity"
"u2r4gpnu",6,2,"credulity"
"u2r4gpnu",7,5,"trust"
"u2r4gpnu",8,6,"trust"
"u2r4gpnu",9,6,"mistrust"
"u2r4gpnu",10,3,"catch"
"u2r4gpnu",11,5,"mistrust"
"u2r4gpnu",12,1,"credulity"
"u2r4gpnu",13,3,"credulity"
"u2r4gpnu",14,5,"trust"
"u2r4gpnu",15,3,"mistrust"
"u2r4gpnu",16,5,"credulity"
"y5lxbx18",1,4,"trust"
"y5lxbx18",2,5,"trust"
"y5lxbx18",3,5,"mistrust"
"y5lxbx18",4,6,"mistrust"
"y5lxbx18",5,1,"credulity"
"y5lxbx18",6,4,"credulity"
"y5lxbx18",7,4,"trust"
"y5lxbx18",8,5,"trust"
"y5lxbx18",9,4,"mistrust"
"y5lxbx18",10,3,"catch"
"y5lxbx18",11,5,"mistrust"
"y5lxbx18",12,5,"credulity"
"y5lxbx18",13,1,"credulity"
"y5lxbx18",14,4,"trust"
"y5lxbx18",15,5,"mistrust"
"y5lxbx18",16,4,"credulity"
"5fyaccub",1,3,"trust"
"5fyaccub",2,5,"trust"
"5fyaccub",3,5,"mistrust"
"5fyaccub",4,4,"mistrust"
"5fyaccub",5,0,"credulity"
"5fyaccub",6,0,"credulity"
"5fyaccub",7,5,"trust"
"5fyaccub",8,6,"trust"
"5fyaccub",9,5,"mistrust"
"5fyaccub",10,3,"catch"
"5fyaccub",11,3,"mistrust"
"5fyaccub",12,1,"credulity"
"5fyaccub",13,0,"credulity"
"5fyaccub",14,5,"trust"
"5fyaccub",15,1,"mistrust"
"5fyaccub",16,1,"credulity"
"szpxfdgu",1,1,"trust"
"szpxfdgu",2,4,"trust"
"szpxfdgu",3,5,"mistrust"
"szpxfdgu",4,5,"mistrust"
"szpxfdgu",5,1,"credulity"
"szpxfdgu",6,0,"credulity"
"szpxfdgu",7,4,"trust"
"szpxfdgu",8,5,"trust"
"szpxfdgu",9,4,"mistrust"
"szpxfdgu",10,3,"catch"
"szpxfdgu",11,6,"mistrust"
"szpxfdgu",12,4,"credulity"
"szpxfdgu",13,0,"credulity"
"szpxfdgu",14,1,"trust"
"szpxfdgu",15,4,"mistrust"
"szpxfdgu",16,1,"credulity"
"tkglrkau",1,1,"trust"
"tkglrkau",2,4,"trust"
"tkglrkau",3,3,"mistrust"
"tkglrkau",4,4,"mistrust"
"tkglrkau",5,0,"credulity"
"tkglrkau",6,0,"credulity"
"tkglrkau",7,6,"trust"
"tkglrkau",8,5,"trust"
"tkglrkau",9,1,"mistrust"
"tkglrkau",10,3,"catch"
"tkglrkau",11,0,"mistrust"
"tkglrkau",12,0,"credulity"
"tkglrkau",13,0,"credulity"
"tkglrkau",14,1,"trust"
"tkglrkau",15,3,"mistrust"
"tkglrkau",16,5,"credulity"
"a21psf9z",1,2,"trust"
"a21psf9z",2,6,"trust"
"a21psf9z",3,6,"mistrust"
"a21psf9z",4,4,"mistrust"
"a21psf9z",5,0,"credulity"
"a21psf9z",6,0,"credulity"
"a21psf9z",7,5,"trust"
"a21psf9z",8,5,"trust"
"a21psf9z",9,6,"mistrust"
"a21psf9z",10,3,"catch"
"a21psf9z",11,1,"mistrust"
"a21psf9z",12,0,"credulity"
"a21psf9z",13,0,"credulity"
"a21psf9z",14,1,"trust"
"a21psf9z",15,6,"mistrust"
"a21psf9z",16,0,"credulity"
"wlxuzlm2",1,1,"trust"
"wlxuzlm2",2,2,"trust"
"wlxuzlm2",3,6,"mistrust"
"wlxuzlm2",4,4,"mistrust"
"wlxuzlm2",5,2,"credulity"
"wlxuzlm2",6,1,"credulity"
"wlxuzlm2",7,4,"trust"
"wlxuzlm2",8,5,"trust"
"wlxuzlm2",9,2,"mistrust"
"wlxuzlm2",10,3,"catch"
"wlxuzlm2",11,1,"mistrust"
"wlxuzlm2",12,0,"credulity"
"wlxuzlm2",13,1,"credulity"
"wlxuzlm2",14,4,"trust"
"wlxuzlm2",15,4,"mistrust"
"wlxuzlm2",16,1,"credulity"
"919esjvr",1,3,"trust"
"919esjvr",2,5,"trust"
"919esjvr",3,4,"mistrust"
"919esjvr",4,5,"mistrust"
"919esjvr",5,0,"credulity"
"919esjvr",6,0,"credulity"
"919esjvr",7,5,"trust"
"919esjvr",8,5,"trust"
"919esjvr",9,6,"mistrust"
"919esjvr",10,3,"catch"
"919esjvr",11,2,"mistrust"
"919esjvr",12,2,"credulity"
"919esjvr",13,2,"credulity"
"919esjvr",14,5,"trust"
"919esjvr",15,3,"mistrust"
"919esjvr",16,5,"credulity"
"brez1vpk",1,4,"trust"
"brez1vpk",2,5,"trust"
"brez1vpk",3,6,"mistrust"
"brez1vpk",4,6,"mistrust"
"brez1vpk",5,1,"credulity"
"brez1vpk",6,1,"credulity"
"brez1vpk",7,6,"trust"
"brez1vpk",8,6,"trust"
"brez1vpk",9,6,"mistrust"
"brez1vpk",10,3,"catch"
"brez1vpk",11,3,"mistrust"
"brez1vpk",12,3,"credulity"
"brez1vpk",13,1,"credulity"
"brez1vpk",14,5,"trust"
"brez1vpk",15,3,"mistrust"
"brez1vpk",16,3,"credulity"
"maukyr3k",1,4,"trust"
"maukyr3k",2,5,"trust"
"maukyr3k",3,2,"mistrust"
"maukyr3k",4,5,"mistrust"
"maukyr3k",5,0,"credulity"
"maukyr3k",6,4,"credulity"
"maukyr3k",7,5,"trust"
"maukyr3k",8,6,"trust"
"maukyr3k",9,5,"mistrust"
"maukyr3k",10,3,"catch"
"maukyr3k",11,5,"mistrust"
"maukyr3k",12,2,"credulity"
"maukyr3k",13,1,"credulity"
"maukyr3k",14,5,"trust"
"maukyr3k",15,3,"mistrust"
"maukyr3k",16,5,"credulity"
"8b0yum1e",1,4,"trust"
"8b0yum1e",2,5,"trust"
"8b0yum1e",3,3,"mistrust"
"8b0yum1e",4,4,"mistrust"
"8b0yum1e",5,0,"credulity"
"8b0yum1e",6,0,"credulity"
"8b0yum1e",7,5,"trust"
"8b0yum1e",8,6,"trust"
"8b0yum1e",9,6,"mistrust"
"8b0yum1e",10,3,"catch"
"8b0yum1e",11,1,"mistrust"
"8b0yum1e",12,5,"credulity"
"8b0yum1e",13,2,"credulity"
"8b0yum1e",14,5,"trust"
"8b0yum1e",15,2,"mistrust"
"8b0yum1e",16,6,"credulity"
"pvgqu7ye",1,4,"trust"
"pvgqu7ye",2,5,"trust"
"pvgqu7ye",3,5,"mistrust"
"pvgqu7ye",4,6,"mistrust"
"pvgqu7ye",5,1,"credulity"
"pvgqu7ye",6,1,"credulity"
"pvgqu7ye",7,5,"trust"
"pvgqu7ye",8,6,"trust"
"pvgqu7ye",9,6,"mistrust"
"pvgqu7ye",10,3,"catch"
"pvgqu7ye",11,2,"mistrust"
"pvgqu7ye",12,5,"credulity"
"pvgqu7ye",13,2,"credulity"
"pvgqu7ye",14,4,"trust"
"pvgqu7ye",15,2,"mistrust"
"pvgqu7ye",16,6,"credulity"
"098ba6vj",1,4,"trust"
"098ba6vj",2,5,"trust"
"098ba6vj",3,4,"mistrust"
"098ba6vj",4,5,"mistrust"
"098ba6vj",5,2,"credulity"
"098ba6vj",6,1,"credulity"
"098ba6vj",7,4,"trust"
"098ba6vj",8,3,"trust"
"098ba6vj",9,2,"mistrust"
"098ba6vj",10,3,"catch"
"098ba6vj",11,4,"mistrust"
"098ba6vj",12,2,"credulity"
"098ba6vj",13,2,"credulity"
"098ba6vj",14,2,"trust"
"098ba6vj",15,1,"mistrust"
"098ba6vj",16,2,"credulity"
"got4je7v",1,0,"trust"
"got4je7v",2,4,"trust"
"got4je7v",3,5,"mistrust"
"got4je7v",4,1,"mistrust"
"got4je7v",5,0,"credulity"
"got4je7v",6,0,"credulity"
"got4je7v",7,2,"trust"
"got4je7v",8,5,"trust"
"got4je7v",9,4,"mistrust"
"got4je7v",10,3,"catch"
"got4je7v",11,5,"mistrust"
"got4je7v",12,0,"credulity"
"got4je7v",13,0,"credulity"
"got4je7v",14,0,"trust"
"got4je7v",15,5,"mistrust"
"got4je7v",16,0,"credulity"
"3s0pfbm9",1,4,"trust"
"3s0pfbm9",2,6,"trust"
"3s0pfbm9",3,1,"mistrust"
"3s0pfbm9",4,2,"mistrust"
"3s0pfbm9",5,0,"credulity"
"3s0pfbm9",6,0,"credulity"
"3s0pfbm9",7,5,"trust"
"3s0pfbm9",8,6,"trust"
"3s0pfbm9",9,4,"mistrust"
"3s0pfbm9",10,3,"catch"
"3s0pfbm9",11,1,"mistrust"
"3s0pfbm9",12,1,"credulity"
"3s0pfbm9",13,0,"credulity"
"3s0pfbm9",14,6,"trust"
"3s0pfbm9",15,2,"mistrust"
"3s0pfbm9",16,2,"credulity"
"mw36vvtl",1,4,"trust"
"mw36vvtl",2,4,"trust"
"mw36vvtl",3,5,"mistrust"
"mw36vvtl",4,6,"mistrust"
"mw36vvtl",5,1,"credulity"
"mw36vvtl",6,1,"credulity"
"mw36vvtl",7,4,"trust"
"mw36vvtl",8,6,"trust"
"mw36vvtl",9,3,"mistrust"
"mw36vvtl",10,3,"catch"
"mw36vvtl",11,1,"mistrust"
"mw36vvtl",12,2,"credulity"
"mw36vvtl",13,1,"credulity"
"mw36vvtl",14,4,"trust"
"mw36vvtl",15,4,"mistrust"
"mw36vvtl",16,2,"credulity"
"0v582u1x",1,0,"trust"
"0v582u1x",2,6,"trust"
"0v582u1x",3,6,"mistrust"
"0v582u1x",4,6,"mistrust"
"0v582u1x",5,1,"credulity"
"0v582u1x",6,5,"credulity"
"0v582u1x",7,6,"trust"
"0v582u1x",8,6,"trust"
"0v582u1x",9,1,"mistrust"
"0v582u1x",10,3,"catch"
"0v582u1x",11,0,"mistrust"
"0v582u1x",12,0,"credulity"
"0v582u1x",13,0,"credulity"
"0v582u1x",14,4,"trust"
"0v582u1x",15,1,"mistrust"
"0v582u1x",16,0,"credulity"
"dw6uyb4g",1,2,"trust"
"dw6uyb4g",2,6,"trust"
"dw6uyb4g",3,4,"mistrust"
"dw6uyb4g",4,4,"mistrust"
"dw6uyb4g",5,0,"credulity"
"dw6uyb4g",6,0,"credulity"
"dw6uyb4g",7,4,"trust"
"dw6uyb4g",8,5,"trust"
"dw6uyb4g",9,1,"mistrust"
"dw6uyb4g",10,3,"catch"
"dw6uyb4g",11,4,"mistrust"
"dw6uyb4g",12,3,"credulity"
"dw6uyb4g",13,1,"credulity"
"dw6uyb4g",14,3,"trust"
"dw6uyb4g",15,4,"mistrust"
"dw6uyb4g",16,6,"credulity"
"q6pf39wj",1,1,"trust"
"q6pf39wj",2,1,"trust"
"q6pf39wj",3,5,"mistrust"
"q6pf39wj",4,4,"mistrust"
"q6pf39wj",5,1,"credulity"
"q6pf39wj",6,1,"credulity"
"q6pf39wj",7,4,"trust"
"q6pf39wj",8,5,"trust"
"q6pf39wj",9,1,"mistrust"
"q6pf39wj",10,3,"catch"
"q6pf39wj",11,1,"mistrust"
"q6pf39wj",12,1,"credulity"
"q6pf39wj",13,1,"credulity"
"q6pf39wj",14,1,"trust"
"q6pf39wj",15,4,"mistrust"
"q6pf39wj",16,1,"credulity"
"tk4swd3w",1,2,"trust"
"tk4swd3w",2,5,"trust"
"tk4swd3w",3,6,"mistrust"
"tk4swd3w",4,6,"mistrust"
"tk4swd3w",5,1,"credulity"
"tk4swd3w",6,2,"credulity"
"tk4swd3w",7,5,"trust"
"tk4swd3w",8,5,"trust"
"tk4swd3w",9,5,"mistrust"
"tk4swd3w",10,3,"catch"
"tk4swd3w",11,6,"mistrust"
"tk4swd3w",12,1,"credulity"
"tk4swd3w",13,1,"credulity"
"tk4swd3w",14,5,"trust"
"tk4swd3w",15,4,"mistrust"
"tk4swd3w",16,4,"credulity"
"c9qq6upe",1,2,"trust"
"c9qq6upe",2,5,"trust"
"c9qq6upe",3,4,"mistrust"
"c9qq6upe",4,5,"mistrust"
"c9qq6upe",5,4,"credulity"
"c9qq6upe",6,4,"credulity"
"c9qq6upe",7,4,"trust"
"c9qq6upe",8,6,"trust"
"c9qq6upe",9,2,"mistrust"
"c9qq6upe",10,3,"catch"
"c9qq6upe",11,4,"mistrust"
"c9qq6upe",12,2,"credulity"
"c9qq6upe",13,5,"credulity"
"c9qq6upe",14,5,"trust"
"c9qq6upe",15,4,"mistrust"
"c9qq6upe",16,3,"credulity"
"hhpuds91",1,4,"trust"
"hhpuds91",2,5,"trust"
"hhpuds91",3,4,"mistrust"
"hhpuds91",4,6,"mistrust"
"hhpuds91",5,4,"credulity"
"hhpuds91",6,1,"credulity"
"hhpuds91",7,5,"trust"
"hhpuds91",8,6,"trust"
"hhpuds91",9,2,"mistrust"
"hhpuds91",10,3,"catch"
"hhpuds91",11,4,"mistrust"
"hhpuds91",12,4,"credulity"
"hhpuds91",13,4,"credulity"
"hhpuds91",14,5,"trust"
"hhpuds91",15,4,"mistrust"
"hhpuds91",16,4,"credulity"
"yqwul9on",1,4,"trust"
"yqwul9on",2,5,"trust"
"yqwul9on",3,5,"mistrust"
"yqwul9on",4,5,"mistrust"
"yqwul9on",5,0,"credulity"
"yqwul9on",6,0,"credulity"
"yqwul9on",7,0,"trust"
"yqwul9on",8,4,"trust"
"yqwul9on",9,6,"mistrust"
"yqwul9on",10,3,"catch"
"yqwul9on",11,3,"mistrust"
"yqwul9on",12,1,"credulity"
"yqwul9on",13,0,"credulity"
"yqwul9on",14,3,"trust"
"yqwul9on",15,2,"mistrust"
"yqwul9on",16,1,"credulity"
"j02vx30w",1,3,"trust"
"j02vx30w",2,4,"trust"
"j02vx30w",3,5,"mistrust"
"j02vx30w",4,4,"mistrust"
"j02vx30w",5,3,"credulity"
"j02vx30w",6,2,"credulity"
"j02vx30w",7,5,"trust"
"j02vx30w",8,5,"trust"
"j02vx30w",9,2,"mistrust"
"j02vx30w",10,3,"catch"
"j02vx30w",11,2,"mistrust"
"j02vx30w",12,3,"credulity"
"j02vx30w",13,2,"credulity"
"j02vx30w",14,4,"trust"
"j02vx30w",15,2,"mistrust"
"j02vx30w",16,6,"credulity"
"7xqg519y",1,5,"trust"
"7xqg519y",2,5,"trust"
"7xqg519y",3,3,"mistrust"
"7xqg519y",4,2,"mistrust"
"7xqg519y",5,1,"credulity"
"7xqg519y",6,4,"credulity"
"7xqg519y",7,4,"trust"
"7xqg519y",8,5,"trust"
"7xqg519y",9,2,"mistrust"
"7xqg519y",10,3,"catch"
"7xqg519y",11,1,"mistrust"
"7xqg519y",12,2,"credulity"
"7xqg519y",13,1,"credulity"
"7xqg519y",14,5,"trust"
"7xqg519y",15,2,"mistrust"
"7xqg519y",16,1,"credulity"
"l2z8yuuq",1,1,"trust"
"l2z8yuuq",2,2,"trust"
"l2z8yuuq",3,5,"mistrust"
"l2z8yuuq",4,2,"mistrust"
"l2z8yuuq",5,2,"credulity"
"l2z8yuuq",6,4,"credulity"
"l2z8yuuq",7,5,"trust"
"l2z8yuuq",8,4,"trust"
"l2z8yuuq",9,4,"mistrust"
"l2z8yuuq",10,3,"catch"
"l2z8yuuq",11,2,"mistrust"
"l2z8yuuq",12,2,"credulity"
"l2z8yuuq",13,1,"credulity"
"l2z8yuuq",14,1,"trust"
"l2z8yuuq",15,4,"mistrust"
"l2z8yuuq",16,2,"credulity"
"m0yvjvr0",1,6,"trust"
"m0yvjvr0",2,6,"trust"
"m0yvjvr0",3,3,"mistrust"
"m0yvjvr0",4,3,"mistrust"
"m0yvjvr0",5,0,"credulity"
"m0yvjvr0",6,0,"credulity"
"m0yvjvr0",7,6,"trust"
"m0yvjvr0",8,6,"trust"
"m0yvjvr0",9,4,"mistrust"
"m0yvjvr0",10,3,"catch"
"m0yvjvr0",11,4,"mistrust"
"m0yvjvr0",12,2,"credulity"
"m0yvjvr0",13,0,"credulity"
"m0yvjvr0",14,6,"trust"
"m0yvjvr0",15,0,"mistrust"
"m0yvjvr0",16,4,"credulity"
"o6p76j5v",1,5,"trust"
"o6p76j5v",2,4,"trust"
"o6p76j5v",3,2,"mistrust"
"o6p76j5v",4,4,"mistrust"
"o6p76j5v",5,5,"credulity"
"o6p76j5v",6,4,"credulity"
"o6p76j5v",7,5,"trust"
"o6p76j5v",8,5,"trust"
"o6p76j5v",9,5,"mistrust"
"o6p76j5v",10,3,"catch"
"o6p76j5v",11,1,"mistrust"
"o6p76j5v",12,4,"credulity"
"o6p76j5v",13,5,"credulity"
"o6p76j5v",14,5,"trust"
"o6p76j5v",15,1,"mistrust"
"o6p76j5v",16,6,"credulity"
"t318lh4y",1,2,"trust"
"t318lh4y",2,4,"trust"
"t318lh4y",3,4,"mistrust"
"t318lh4y",4,3,"mistrust"
"t318lh4y",5,4,"credulity"
"t318lh4y",6,1,"credulity"
"t318lh4y",7,4,"trust"
"t318lh4y",8,4,"trust"
"t318lh4y",9,2,"mistrust"
"t318lh4y",10,3,"catch"
"t318lh4y",11,1,"mistrust"
"t318lh4y",12,2,"credulity"
"t318lh4y",13,1,"credulity"
"t318lh4y",14,2,"trust"
"t318lh4y",15,1,"mistrust"
"t318lh4y",16,4,"credulity"
"t781xy3h",1,4,"trust"
"t781xy3h",2,4,"trust"
"t781xy3h",3,4,"mistrust"
"t781xy3h",4,6,"mistrust"
"t781xy3h",5,4,"credulity"
"t781xy3h",6,3,"credulity"
"t781xy3h",7,4,"trust"
"t781xy3h",8,5,"trust"
"t781xy3h",9,6,"mistrust"
"t781xy3h",10,3,"catch"
"t781xy3h",11,6,"mistrust"
"t781xy3h",12,4,"credulity"
"t781xy3h",13,0,"credulity"
"t781xy3h",14,6,"trust"
"t781xy3h",15,4,"mistrust"
"t781xy3h",16,5,"credulity"
"1dyrl1uf",1,6,"trust"
"1dyrl1uf",2,6,"trust"
"1dyrl1uf",3,3,"mistrust"
"1dyrl1uf",4,4,"mistrust"
"1dyrl1uf",5,1,"credulity"
"1dyrl1uf",6,2,"credulity"
"1dyrl1uf",7,5,"trust"
"1dyrl1uf",8,6,"trust"
"1dyrl1uf",9,4,"mistrust"
"1dyrl1uf",10,3,"catch"
"1dyrl1uf",11,4,"mistrust"
"1dyrl1uf",12,2,"credulity"
"1dyrl1uf",13,1,"credulity"
"1dyrl1uf",14,6,"trust"
"1dyrl1uf",15,2,"mistrust"
"1dyrl1uf",16,3,"credulity"
"1gw8p2et",1,1,"trust"
"1gw8p2et",2,6,"trust"
"1gw8p2et",3,5,"mistrust"
"1gw8p2et",4,0,"mistrust"
"1gw8p2et",5,0,"credulity"
"1gw8p2et",6,0,"credulity"
"1gw8p2et",7,4,"trust"
"1gw8p2et",8,3,"trust"
"1gw8p2et",9,5,"mistrust"
"1gw8p2et",10,3,"catch"
"1gw8p2et",11,0,"mistrust"
"1gw8p2et",12,1,"credulity"
"1gw8p2et",13,0,"credulity"
"1gw8p2et",14,4,"trust"
"1gw8p2et",15,5,"mistrust"
"1gw8p2et",16,1,"credulity"
"jo09x0ym",1,5,"trust"
"jo09x0ym",2,5,"trust"
"jo09x0ym",3,5,"mistrust"
"jo09x0ym",4,5,"mistrust"
"jo09x0ym",5,4,"credulity"
"jo09x0ym",6,5,"credulity"
"jo09x0ym",7,5,"trust"
"jo09x0ym",8,5,"trust"
"jo09x0ym",9,4,"mistrust"
"jo09x0ym",10,3,"catch"
"jo09x0ym",11,4,"mistrust"
"jo09x0ym",12,5,"credulity"
"jo09x0ym",13,1,"credulity"
"jo09x0ym",14,5,"trust"
"jo09x0ym",15,4,"mistrust"
"jo09x0ym",16,5,"credulity"
"qvrlcavd",1,5,"trust"
"qvrlcavd",2,5,"trust"
"qvrlcavd",3,3,"mistrust"
"qvrlcavd",4,4,"mistrust"
"qvrlcavd",5,0,"credulity"
"qvrlcavd",6,3,"credulity"
"qvrlcavd",7,5,"trust"
"qvrlcavd",8,5,"trust"
"qvrlcavd",9,3,"mistrust"
"qvrlcavd",10,3,"catch"
"qvrlcavd",11,2,"mistrust"
"qvrlcavd",12,2,"credulity"
"qvrlcavd",13,1,"credulity"
"qvrlcavd",14,3,"trust"
"qvrlcavd",15,3,"mistrust"
"qvrlcavd",16,4,"credulity"
"orpucjxk",1,0,"trust"
"orpucjxk",2,4,"trust"
"orpucjxk",3,6,"mistrust"
"orpucjxk",4,6,"mistrust"
"orpucjxk",5,1,"credulity"
"orpucjxk",6,4,"credulity"
"orpucjxk",7,3,"trust"
"orpucjxk",8,4,"trust"
"orpucjxk",9,4,"mistrust"
"orpucjxk",10,3,"catch"
"orpucjxk",11,1,"mistrust"
"orpucjxk",12,4,"credulity"
"orpucjxk",13,4,"credulity"
"orpucjxk",14,1,"trust"
"orpucjxk",15,2,"mistrust"
"orpucjxk",16,5,"credulity"
"573lgokw",1,1,"trust"
"573lgokw",2,5,"trust"
"573lgokw",3,6,"mistrust"
"573lgokw",4,1,"mistrust"
"573lgokw",5,0,"credulity"
"573lgokw",6,2,"credulity"
"573lgokw",7,5,"trust"
"573lgokw",8,5,"trust"
"573lgokw",9,4,"mistrust"
"573lgokw",10,3,"catch"
"573lgokw",11,1,"mistrust"
"573lgokw",12,0,"credulity"
"573lgokw",13,0,"credulity"
"573lgokw",14,2,"trust"
"573lgokw",15,3,"mistrust"
"573lgokw",16,1,"credulity"
"oovk5u7v",1,5,"trust"
"oovk5u7v",2,6,"trust"
"oovk5u7v",3,2,"mistrust"
"oovk5u7v",4,2,"mistrust"
"oovk5u7v",5,0,"credulity"
"oovk5u7v",6,1,"credulity"
"oovk5u7v",7,5,"trust"
"oovk5u7v",8,6,"trust"
"oovk5u7v",9,5,"mistrust"
"oovk5u7v",10,3,"catch"
"oovk5u7v",11,5,"mistrust"
"oovk5u7v",12,4,"credulity"
"oovk5u7v",13,1,"credulity"
"oovk5u7v",14,4,"trust"
"oovk5u7v",15,1,"mistrust"
"oovk5u7v",16,4,"credulity"
"8m0d1z43",1,5,"trust"
"8m0d1z43",2,6,"trust"
"8m0d1z43",3,6,"mistrust"
"8m0d1z43",4,3,"mistrust"
"8m0d1z43",5,0,"credulity"
"8m0d1z43",6,0,"credulity"
"8m0d1z43",7,4,"trust"
"8m0d1z43",8,5,"trust"
"8m0d1z43",9,6,"mistrust"
"8m0d1z43",10,3,"catch"
"8m0d1z43",11,4,"mistrust"
"8m0d1z43",12,2,"credulity"
"8m0d1z43",13,0,"credulity"
"8m0d1z43",14,3,"trust"
"8m0d1z43",15,2,"mistrust"
"8m0d1z43",16,4,"credulity"
"8um84abg",1,4,"trust"
"8um84abg",2,3,"trust"
"8um84abg",3,3,"mistrust"
"8um84abg",4,2,"mistrust"
"8um84abg",5,1,"credulity"
"8um84abg",6,0,"credulity"
"8um84abg",7,2,"trust"
"8um84abg",8,6,"trust"
"8um84abg",9,4,"mistrust"
"8um84abg",10,3,"catch"
"8um84abg",11,1,"mistrust"
"8um84abg",12,2,"credulity"
"8um84abg",13,1,"credulity"
"8um84abg",14,3,"trust"
"8um84abg",15,2,"mistrust"
"8um84abg",16,4,"credulity"
"lq0zt2wd",1,4,"trust"
"lq0zt2wd",2,4,"trust"
"lq0zt2wd",3,5,"mistrust"
"lq0zt2wd",4,1,"mistrust"
"lq0zt2wd",5,0,"credulity"
"lq0zt2wd",6,1,"credulity"
"lq0zt2wd",7,6,"trust"
"lq0zt2wd",8,6,"trust"
"lq0zt2wd",9,3,"mistrust"
"lq0zt2wd",10,3,"catch"
"lq0zt2wd",11,0,"mistrust"
"lq0zt2wd",12,1,"credulity"
"lq0zt2wd",13,0,"credulity"
"lq0zt2wd",14,4,"trust"
"lq0zt2wd",15,3,"mistrust"
"lq0zt2wd",16,1,"credulity"
"m0tk4amg",1,5,"trust"
"m0tk4amg",2,5,"trust"
"m0tk4amg",3,1,"mistrust"
"m0tk4amg",4,5,"mistrust"
"m0tk4amg",5,3,"credulity"
"m0tk4amg",6,4,"credulity"
"m0tk4amg",7,4,"trust"
"m0tk4amg",8,3,"trust"
"m0tk4amg",9,2,"mistrust"
"m0tk4amg",10,3,"catch"
"m0tk4amg",11,5,"mistrust"
"m0tk4amg",12,1,"credulity"
"m0tk4amg",13,1,"credulity"
"m0tk4amg",14,1,"trust"
"m0tk4amg",15,2,"mistrust"
"m0tk4amg",16,2,"credulity"
"l7znc5wo",1,5,"trust"
"l7znc5wo",2,6,"trust"
"l7znc5wo",3,4,"mistrust"
"l7znc5wo",4,4,"mistrust"
"l7znc5wo",5,3,"credulity"
"l7znc5wo",6,4,"credulity"
"l7znc5wo",7,5,"trust"
"l7znc5wo",8,5,"trust"
"l7znc5wo",9,5,"mistrust"
"l7znc5wo",10,3,"catch"
"l7znc5wo",11,5,"mistrust"
"l7znc5wo",12,4,"credulity"
"l7znc5wo",13,4,"credulity"
"l7znc5wo",14,5,"trust"
"l7znc5wo",15,3,"mistrust"
"l7znc5wo",16,5,"credulity"
"0yvl4gzf",1,2,"trust"
"0yvl4gzf",2,3,"trust"
"0yvl4gzf",3,6,"mistrust"
"0yvl4gzf",4,4,"mistrust"
"0yvl4gzf",5,0,"credulity"
"0yvl4gzf",6,0,"credulity"
"0yvl4gzf",7,4,"trust"
"0yvl4gzf",8,4,"trust"
"0yvl4gzf",9,6,"mistrust"
"0yvl4gzf",10,3,"catch"
"0yvl4gzf",11,0,"mistrust"
"0yvl4gzf",12,1,"credulity"
"0yvl4gzf",13,0,"credulity"
"0yvl4gzf",14,0,"trust"
"0yvl4gzf",15,1,"mistrust"
"0yvl4gzf",16,6,"credulity"
"p5ehl1jp",1,4,"trust"
"p5ehl1jp",2,6,"trust"
"p5ehl1jp",3,4,"mistrust"
"p5ehl1jp",4,4,"mistrust"
"p5ehl1jp",5,0,"credulity"
"p5ehl1jp",6,0,"credulity"
"p5ehl1jp",7,6,"trust"
"p5ehl1jp",8,6,"trust"
"p5ehl1jp",9,4,"mistrust"
"p5ehl1jp",10,3,"catch"
"p5ehl1jp",11,6,"mistrust"
"p5ehl1jp",12,4,"credulity"
"p5ehl1jp",13,0,"credulity"
"p5ehl1jp",14,6,"trust"
"p5ehl1jp",15,3,"mistrust"
"p5ehl1jp",16,5,"credulity"
"f7yuyaqc",1,6,"trust"
"f7yuyaqc",2,5,"trust"
"f7yuyaqc",3,4,"mistrust"
"f7yuyaqc",4,2,"mistrust"
"f7yuyaqc",5,4,"credulity"
"f7yuyaqc",6,4,"credulity"
"f7yuyaqc",7,5,"trust"
"f7yuyaqc",8,6,"trust"
"f7yuyaqc",9,4,"mistrust"
"f7yuyaqc",10,3,"catch"
"f7yuyaqc",11,4,"mistrust"
